Price,Close,High,Low,Open,Volume
1996-03-19,4.457382678985596,4.70877279749653,4.364228055242761,4.646244006989005,31957429
1996-03-20,4.457382678985596,4.457382678985596,4.457382678985596,4.457382678985596,0
1996-03-21,4.734294891357422,4.772577403066807,4.606686085481552,4.606686085481552,23555969
1996-03-22,4.659006118774414,4.711325296134689,4.5747835448637675,4.689631957545732,28958053
1996-03-25,4.798098087310791,4.923155220143647,4.712600148662515,4.721532646182304,61991268
1996-03-26,4.928260803222656,4.9984454076250024,4.784061956032743,4.799375307438619,77170713
1996-03-27,5.064803123474121,5.147748574576365,5.0188630639749885,5.053317675088038,54386851
1996-03-28,5.126053810119629,5.141367159027571,5.078838373505438,5.078838373505438,25451953
1996-03-29,5.035452365875244,5.145196178294393,5.008654432987354,5.1043611503678425,28306169
1996-04-01,5.100533962249756,5.124779384164324,5.031624734566804,5.078840188049912,30881643
1996-04-02,5.123502731323242,5.219209888270723,5.078839796024965,5.104361473338266,52862228
1996-04-03,5.21920919418335,5.32002049978237,5.206447923712482,5.257491705062222,43350250
1996-04-04,5.1643385887146,5.174547347976741,5.09798187026636,5.174547347976741,24455426
1996-04-05,5.1643385887146,5.1643385887146,5.1643385887146,5.1643385887146,0
1996-04-08,5.3761677742004395,5.410621509494991,5.284288979192354,5.353197750315026,47640035
1996-04-09,5.45018196105957,5.563753682140588,5.411899446124432,5.457838637451114,54842813
1996-04-10,5.557371139526367,5.626280333697639,5.512708222500967,5.512708222500967,126390587
1996-04-11,5.485912322998047,5.568858204446291,5.4757035657804725,5.512710256505271,97557211
1996-04-12,5.526747226715088,5.5369559837014855,5.4616663467378945,5.487188022448251,46672006
1996-04-15,5.513986110687256,5.612244904024134,5.4935685977444955,5.589275310341342,53248727
1996-04-16,5.4489054679870605,5.538231765814163,5.423383792468251,5.512710090295354,51807815
1996-04-17,5.77175760269165,5.831733898594082,5.539509096626043,5.539509096626043,120385600
1996-04-18,6.037184238433838,6.074190500304298,5.870016197281646,5.92105955628164,129424695
1996-04-19,6.002727508544922,6.1507538043866035,5.94657957332834,6.023145018352985,115258697
1996-04-22,5.8304572105407715,6.061429424945992,5.794726342971491,6.061429424945992,80399852
1996-04-23,5.831732749938965,5.895536938534822,5.719436857796732,5.780688965551009,88033656
1996-04-24,6.405972480773926,6.4442554240506835,6.099711102116013,6.099711102116013,135019137
1996-04-25,6.168620586395264,6.597387085843566,6.0231463390047075,6.4825386763690265,132106144
1996-04-26,6.237527370452881,6.361308240141066,6.011659395609736,6.201796948675316,119479019
1996-04-29,6.241358280181885,6.297506232838225,6.099712357970583,6.189038665992549,120564601
1996-04-30,6.140545845031738,6.289848850657516,6.074189146314167,6.252841730013592,82247745
1996-05-01,6.268155574798584,6.377899387745175,6.242633465466191,6.331960197862653,60056991
1996-05-02,6.205628395080566,6.228597994412261,6.11502582168194,6.227321736972749,62482852
1996-05-03,6.081845283508301,6.176275728356908,6.049943194068475,6.125232385253186,63368060
1996-05-06,5.779412269592285,5.972101496984737,5.750062260565768,5.933818989605247,88039000
1996-05-07,5.695191383361816,5.867463571007166,5.6173500947129416,5.793450187118648,75104634
1996-05-08,5.788344860076904,5.857253634563513,5.563752672604358,5.589274778108117,88525241
1996-05-09,5.632662773132324,5.801106615294292,5.5956560827724635,5.70412363943936,62128413
1996-05-10,5.602035999298096,5.625005592373012,5.488464291015382,5.5369555578377065,68122713
1996-05-13,5.687534332275391,5.71560808642679,5.6173492966300405,5.665840129477348,51900432
1996-05-14,5.839388847351074,5.895536792026878,5.640318743451974,5.681153769947562,66364765
1996-05-15,6.135441303253174,6.176275892116611,5.940199556980092,6.047391273957946,172815020
1996-05-16,6.266879081726074,6.377899147689584,6.23370116451416,6.278364095520062,160284965
1996-05-17,6.187762260437012,6.240081869707533,6.131614313059404,6.152031827289676,137923225
1996-05-20,5.974654674530029,6.088226385809799,5.959341323068486,6.074189291473801,83541716
1996-05-21,5.974654674530029,6.1163005744817935,5.922335068562677,5.927439230042357,124559613
1996-05-22,6.011659622192383,6.058875056416137,5.9988992212671,6.023144633291873,92985121
1996-05-23,5.977207183837891,6.0103855363684655,5.958065926649778,5.997624264731774,58672184
1996-05-24,6.012937068939209,6.034630838583058,5.9848633143257635,6.0231458252108006,47408492
1996-05-27,5.871291160583496,5.991243721413157,5.852149905177377,5.978482884475745,89967043
1996-05-28,5.801106929779053,5.844494041500133,5.700295610351274,5.807487349134097,132615540
1996-05-29,6.152031421661377,6.213283526802313,5.921058361349327,5.921058361349327,223285228
1996-05-30,6.0295281410217285,6.213284931499456,5.9976251738498005,6.201799915338924,198662378
1996-05-31,6.183933734893799,6.240081680569552,6.129061612874218,6.233701261754894,237043353
1996-06-03,6.434047698974609,6.457017295216482,6.238805914163045,6.277088430062399,276972106
1996-06-04,6.397040843963623,6.582073853916287,6.34216872274324,6.514440895252447,321297511
1996-06-05,6.3613104820251465,6.469778042384512,6.278364598571209,6.457017203931798,264354777
1996-06-06,6.529753684997559,6.63311663279794,6.454464056943088,6.454464056943088,316624789
1996-06-07,6.494022846221924,6.518268261959895,6.418733651409655,6.458292417625527,165994289
1996-06-10,6.4570159912109375,6.552722695142488,6.434046399607814,6.5093360259564195,196523274
1996-06-11,6.448085308074951,6.584626639125599,6.293678107897923,6.418735290180568,339058664
1996-06-12,6.5807976722717285,6.673952306891288,6.539963078686402,6.546343063970071,196297965
1996-06-13,6.534857749938965,6.596110283707628,6.5106119011333,6.5463423290760785,116421757
1996-06-14,6.751795291900635,6.787525732863112,6.559105555284388,6.570590572117706,267570558
1996-06-17,6.681607723236084,6.824530300403456,6.662466902729083,6.7887998728672185,227599058
1996-06-18,6.661190509796143,6.737756396311939,6.59738632688503,6.635668836631698,206522383
1996-06-19,6.616528034210205,6.759450194024625,6.5718651031182835,6.7377568570536575,187622215
1996-06-20,6.668846607208252,6.693092454719997,6.5348574011955805,6.559102815196133,145069007
1996-06-21,6.566760540008545,6.670123930811833,6.405972946867593,6.613975985630373,140230643
1996-06-24,6.524648666381836,6.6356682821797675,6.463396569202921,6.510611573909787,121238748
1996-06-25,6.354930400848389,6.551448450603304,6.27836493254792,6.532306758394698,141301976
1996-06-26,6.27581262588501,6.393213121996299,6.252842596060176,6.380451849812068,117371975
1996-06-27,6.330684661865234,6.352378000596745,6.194142909697059,6.241357925409475,127573239
1996-06-28,6.2107319831848145,6.375347502083249,6.189038643299748,6.268156192956711,129283988
1996-07-01,6.113748073577881,6.192865605654371,6.075465564577471,6.1903135250899215,99303582
1996-07-02,6.009108543395996,6.176275663715582,5.972101426415192,6.1252323211460835,112382216
1996-07-03,5.857254981994629,5.954237964792442,5.821524546283217,5.927440029631056,135289865
1996-07-04,5.908299446105957,6.010386602732837,5.755168494409956,5.82280103517626,144279979
1996-07-05,5.896813869476318,6.009109766193821,5.850874244899806,5.945304707975816,110356213
1996-07-08,5.901917457580566,6.002728329975245,5.871291188677486,5.997623735069109,49718582
1996-07-09,5.659460067749023,5.894260587919795,5.563752926388966,5.894260587919795,103955821
1996-07-10,5.664562702178955,5.729643558102686,5.538229760486485,5.6147951928307425,118561751
1996-07-11,5.781964302062988,5.892983919351099,5.691361761767772,5.691361761767772,185369120
1996-07-12,5.67094612121582,5.7908987098474425,5.632663601530669,5.7500641088855495,121187987
1996-07-15,5.821524143218994,5.901917943136937,5.589275676908012,5.616073610213993,149170886
1996-07-16,5.642870903015137,5.97848272633903,5.5650296263514045,5.870014748217628,208768353
1996-07-17,5.7679266929626465,5.900640065845368,5.5892741423145464,5.5892741423145464,119790712
1996-07-18,5.95168399810791,6.041010715859514,5.806210209670784,5.806210209670784,232398238
1996-07-19,5.872568607330322,6.023147033909033,5.810040233563434,5.983588257984852,145490238
1996-07-22,5.766652584075928,5.863635569655643,5.641596272254471,5.755168002112368,55590876
1996-07-23,5.186030864715576,5.792174141397772,5.1617854457764105,5.792174141397772,286435994
1996-07-24,4.914223670959473,5.206447966887392,4.759816502040603,5.0405566515253675,228483375
1996-07-25,4.879767894744873,5.027794176148536,4.8516941466303996,4.912946236569068,147512680
1996-07-26,4.773853302001953,4.849142936502944,4.671766168988354,4.823621261627359,214922062
1996-07-29,4.745779037475586,4.921879528959543,4.7240857028596555,4.798098638765078,116786883
1996-07-30,4.688355445861816,4.772577140391532,4.542880782243597,4.708772957720908,182400913
1996-07-31,4.923155784606934,4.923155784606934,4.64496817113273,4.7815098973588785,131101603
1996-08-01,4.861903667449951,5.155404196454433,4.827449063385709,5.129882090902278,177699694
1996-08-02,4.8172407150268555,4.912947426780866,4.782786108050463,4.874664481972513,115698629
1996-08-05,4.803204536437988,4.976752560983699,4.773854085301696,4.90018752379406,98966063
1996-08-06,4.772578716278076,4.846592112828405,4.704946173612972,4.844039597869767,104682511
1996-08-07,5.008655548095703,5.01120762953148,4.78916787439149,4.817242070719146,119796946
1996-08-08,4.874664783477783,5.090324504430843,4.851695622087842,5.077563233031256,129558277
1996-08-09,4.878493785858154,4.949955094679476,4.828726251210055,4.861905041153455,106431553
1996-08-12,4.814688205718994,4.916775336126863,4.780234032218635,4.900186594690161,81726773
1996-08-13,4.76619815826416,4.837659471303536,4.734296057316182,4.772578578453756,88944690
1996-08-14,4.768747806549072,4.865730750864637,4.74705447567499,4.79809781114866,86158156
1996-08-15,4.768747806549072,4.768747806549072,4.768747806549072,4.768747806549072,0
1996-08-16,4.777681350708008,4.844038048176487,4.740675097783169,4.809583875882459,80130905
1996-08-19,4.630930423736572,4.764920496574186,4.600304592042984,4.75981590228446,73450881
1996-08-20,4.637312412261963,4.696012443167053,4.606686573057489,4.606686573057489,75622935
1996-08-21,4.8338303565979,4.869560790626731,4.720258201834657,4.720258201834657,90067675
1996-08-22,4.821070194244385,4.9422986088972225,4.7981001618144825,4.937194012742349,146607880
1996-08-23,4.850418567657471,4.898910268210264,4.80447938129995,4.821068989524255,76385247
1996-08-26,4.805756092071533,4.874664438385679,4.791718564472364,4.831277766041401,52964641
1996-08-27,4.8108601570129395,4.874664340658463,4.768748875593411,4.8108601570129395,61574490
1996-08-28,4.978027820587158,4.988236576868552,4.900186541641681,4.925708215589544,90476438
1996-08-29,4.986959457397461,5.086494922306705,4.965266124995344,5.002272805927115,163233580
1996-08-30,4.994617462158203,5.012482460636288,4.960162855289938,4.9703716116393775,63996789
1996-09-02,5.0456624031066895,5.076288681822493,4.989514442216743,5.0048273648189525,76755716
1996-09-03,4.9461259841918945,5.129882739746785,4.914223890105633,5.078839389208767,138968732
1996-09-04,4.957611560821533,4.97547699720641,4.874665666019164,4.93974655794801,67474392
1996-09-05,5.004825115203857,5.0175859505550715,4.970370946457819,4.975475107193828,48872558
1996-09-06,4.961439609527588,5.017587563225796,4.948678770074995,5.017587563225796,52351051
1996-09-09,4.827449798583984,4.9525060973323445,4.810860622528674,4.946126111861678,71046392
1996-09-10,4.73812198638916,4.822344104679376,4.710048235966541,4.822344104679376,95716441
1996-09-11,4.701117992401123,4.80830931838475,4.684528812170294,4.772578876390208,59624183
1996-09-12,4.653902053833008,4.694737088198201,4.581164919814596,4.676871652285593,106114517
1996-09-13,4.581164836883545,4.693460745843634,4.559471062702997,4.6704911478068585,85231982
1996-09-16,4.405062675476074,4.5518131442520975,4.37571223491193,4.545432726784546,112576357
1996-09-17,4.467591762542725,4.5045984500559415,4.406339224553004,4.434413412842771,78881462
1996-09-18,4.684527397155762,4.718982004732151,4.459935619874685,4.517359387820326,85640745
1996-09-19,4.481627941131592,4.715152598432464,4.462486255975748,4.644967575557459,107162696
1996-09-20,4.458660125732422,4.542881839869755,4.431862189367453,4.4714209652373915,62393797
1996-09-23,4.356571674346924,4.473972143031333,4.305527898068658,4.443345877264375,107213457
1996-09-24,4.4165472984313965,4.468867329113077,4.357847283728453,4.357847283728453,88283011
1996-09-25,4.4165472984313965,4.528843167215801,4.4050627202774715,4.4612106546696735,71602096
1996-09-26,4.356571674346924,4.415271691933529,4.315736653324311,4.402510856241762,96390589
1996-09-27,4.301700592041016,4.351468556789266,4.288939753289692,4.332326865150976,78583127
1996-09-30,4.380818843841553,4.403788877502643,4.264695019119384,4.282560022840622,95164300
1996-10-01,4.351467609405518,4.411443451776783,4.319564652450381,4.402510953297865,62001064
1996-10-02,4.351467609405518,4.351467609405518,4.351467609405518,4.351467609405518,0
1996-10-03,4.393578052520752,4.54288016654398,4.352743034336966,4.408890967584086,155887423
1996-10-04,4.352743625640869,4.412719904179167,4.314460682515183,4.380817379322558,82012640
1996-10-07,4.208546161651611,4.364228733058879,4.065623994814885,4.364228733058879,130389162
1996-10-08,4.176642894744873,4.209821241298097,4.032444496181458,4.188127907095391,117510010
1996-10-09,4.234067440032959,4.354019566839599,4.154949471038326,4.211097413430128,82283367
1996-10-10,4.31318473815918,4.332325992430277,4.204717197111748,4.204717197111748,90391836
1996-10-11,4.453554630279541,4.540328833153337,4.300423735032982,4.325945406403675,218646347
1996-10-14,4.3680572509765625,4.466316055059996,4.352744331350346,4.439518554091941,90042740
1996-10-15,4.365504741668701,4.410167672411657,4.300424297753033,4.342535147727215,102120395
1996-10-16,4.3744378089904785,4.4905620509128,4.354020293167231,4.434414099154526,107317652
1996-10-17,4.389749526977539,4.412719115342315,4.287661985899477,4.352742847525635,82954843
1996-10-18,4.376988887786865,4.439517238539367,4.351467218135518,4.403786814325247,71505026
1996-10-21,4.376988887786865,4.376988887786865,4.376988887786865,4.376988887786865,0
1996-10-22,4.401235103607178,4.503322234350708,4.378265510027665,4.408891779304099,78266981
1996-10-23,4.7100510597229,4.7100510597229,4.491839609004103,4.491839609004103,138828915
1996-10-24,4.786613941192627,5.002273192556937,4.722809328913618,4.938468580277929,257373746
1996-10-25,4.909119606018066,4.948678378596232,4.743227839235019,4.798099531242661,181469397
1996-10-28,4.865731716156006,4.989512609556057,4.8402096098448135,4.926983817578175,122125737
1996-10-29,4.790442943572998,4.887425915677764,4.748331659527418,4.849142969591897,131632371
1996-10-30,4.790442943572998,4.790442943572998,4.790442943572998,4.790442943572998,0
1996-10-31,4.606686115264893,4.7445036785232055,4.504598549690673,4.710049070953,181593183
1996-11-01,4.578612327575684,4.772577852141292,4.542881459738001,4.643692777009867,147824373
1996-11-04,4.392302989959717,4.531396820769577,4.370609218084075,4.531396820769577,96978353
1996-11-05,4.2315144538879395,4.415271611636656,4.186851096267813,4.389749940717264,125799261
1996-11-06,4.2008891105651855,4.272349970851669,4.124323655394672,4.21109743331076,127944599
1996-11-07,4.291491508483887,4.313185279522968,4.208546062898345,4.255761075990938,98590250
1996-11-08,4.310633659362793,4.351468691439658,4.28128364262429,4.324670322316813,90326826
1996-11-11,4.267244815826416,4.325945264975597,4.19323188456887,4.23151439037334,69336534
1996-11-12,44.78935241699219,44.78935241699219,44.78935241699219,44.78935241699219,0
1996-11-13,4.32339334487915,4.338706261066304,4.265969150532721,4.31318458958398,40786353
1996-11-14,4.260865688323975,4.325946134680065,4.21747814607155,4.306804877929601,61028582
1996-11-15,4.272350311279297,4.282559068349564,4.223859040328983,4.2442765544695185,28730962
1996-11-18,4.347638130187988,4.359123140799632,4.288938120869292,4.30552729163424,49022171
1996-11-19,4.27362585067749,4.370608819637874,4.24938043357083,4.364228401082306,50263599
1996-11-20,4.101354122161865,4.300424221813619,4.087317027914595,4.185575820622993,105971138
1996-11-21,4.027340412139893,4.140912113270082,3.9979899689653173,4.0898687689898745,142338577
1996-11-22,3.9750208854675293,4.033720905896174,3.955879197491909,4.012027137360878,108517224
1996-11-25,4.068175315856934,4.147292843995335,3.906111488657201,3.9571552649615893,112566561
1996-11-26,4.042654514312744,4.133257083896866,4.0005436562294605,4.133257083896866,131269026
1996-11-27,3.9201500415802,3.9469479799332987,3.8410329174819817,3.9329113155432545,98681086
1996-11-28,3.9227025508880615,4.04520722596559,3.899732517894124,3.9431200689862096,91472965
1996-11-29,3.930356979370117,4.05541411157193,3.9150440646261546,3.9482224078307078,41441799
1996-12-02,3.8971807956695557,3.955880400436962,3.88059118320887,3.904837039676772,36179532
1996-12-03,3.8525161743164062,3.917597045132886,3.804024477078839,3.888246601983784,59956358
1996-12-04,3.778502941131592,3.8282704636618643,3.7261833379997937,3.802748790624154,45699524
1996-12-05,3.8448596000671387,3.8767621245620982,3.745324555984415,3.7836070651648974,56226730
1996-12-06,3.883143186569214,3.95332823188107,3.866554009805004,3.8729344290596006,61434673
1996-12-09,3.8793141841888428,3.913768355562967,3.862725010264643,3.904835856838005,32668089
1996-12-10,3.8027491569519043,3.8716579408986047,3.7810553859710554,3.8716579408986047,58670403
1996-12-11,4.060519218444824,4.069451718001606,3.801472829696806,3.830823276190003,80802381
1996-12-12,3.93546199798584,4.109009973353361,3.920148648078183,4.070727465606634,76805587
1996-12-13,3.930356979370117,3.9469461509723938,3.89207447575463,3.930356979370117,37479737
1996-12-16,4.070728778839111,4.157503011272171,3.9533287037331406,3.9533287037331406,68976751
1996-12-17,4.018406867980957,4.109009397193059,3.9814006224192413,4.077107311877391,56358532
1996-12-18,4.093698501586914,4.223859854178751,4.065624739367907,4.109011423387158,117028222
1996-12-19,4.069452285766602,4.109011060980305,4.028617253219041,4.0630718661199605,47032680
1996-12-20,4.191956520080566,4.255761143516167,4.119219396757817,4.120495220449537,94305808
1996-12-23,4.139636516571045,4.230239064548019,4.110286505299663,4.211097375882998,55069013
1996-12-24,4.130703926086426,4.180471887225518,4.078384317595679,4.111563102858831,52333240
1996-12-25,4.130703926086426,4.130703926086426,4.130703926086426,4.130703926086426,0
1996-12-26,4.2800068855285645,4.300424399182844,4.172815155599235,4.211097668567557,50403416
1996-12-27,4.2800068855285645,4.2800068855285645,4.2800068855285645,4.2800068855285645,0
1996-12-30,4.2800068855285645,4.2800068855285645,4.2800068855285645,4.2800068855285645,0
1996-12-31,4.272350311279297,4.338707015480399,4.236619878288998,4.313185339560368,35971143
1997-01-01,4.572231769561768,4.572231769561768,4.38975083172453,4.38975083172453,73244273
1997-01-02,4.59520149230957,4.7368478523844475,4.549262296316601,4.660282381225721,300926152
1997-01-03,4.638587951660156,4.656452949512773,4.537776648805638,4.549261228352145,123780381
1997-01-06,4.625826358795166,4.683250553054936,4.57605927288422,4.66410929947208,71846998
1997-01-07,4.7891669273376465,4.812136522740159,4.5696792970369335,4.606686421338734,217604402
1997-01-08,4.790442943572998,4.938469265777237,4.7534362546441224,4.912947590727501,162491751
1997-01-09,4.775130271911621,4.8210694627787065,4.735571066625274,4.7725777574657835,79652679
1997-01-10,4.796822547912598,4.8708354796928885,4.772576700625144,4.844037552036014,100593990
1997-01-13,4.805756092071533,4.822344833342952,4.652625181229838,4.748331458616843,124518648
1997-01-14,4.852970600128174,4.887425203231839,4.778957233059442,4.849142262726522,120202146
1997-01-15,5.193687438964844,5.193687438964844,4.900186868455901,4.925708544105912,167833277
1997-01-16,4.985683441162109,5.557371504389776,4.878491739645793,5.487186482373671,252687666
1997-01-17,4.956334590911865,5.049489223036319,4.805756191171073,4.851695378668645,143173024
1997-01-20,4.784062385559082,4.9742004370152415,4.752160289784666,4.926984554948786,76494785
1997-01-21,4.660282611846924,4.804480626765639,4.624552172474365,4.747056845688391,101668886
1997-01-22,4.891253471374512,4.976751423504042,4.736846741417207,4.749607578032213,148847616
1997-01-23,4.891253471374512,4.891253471374512,4.891253471374512,4.891253471374512,0
1997-01-24,4.888701915740967,4.944849862983343,4.851695658987918,4.919328187012612,74092077
1997-01-27,5.226864814758301,5.231968975530749,4.978027223099636,4.978027223099636,126611443
1997-01-28,5.3468194007873535,5.4463544754130595,5.187308463410488,5.4106236023335565,168520782
1997-01-29,5.194962501525879,5.538230520721695,5.054592884218738,5.499948016050068,195489344
1997-01-30,5.021416187286377,5.171995055113959,4.956335728973082,5.078840401599571,152846191
1997-01-31,4.696012496948242,4.8491434287695405,4.670490819481794,4.772577962858891,147339022
1997-02-03,4.542881011962891,4.638588157830896,4.467591812497677,4.540329364740511,113440191
1997-02-04,4.688355445861816,4.744503386718703,4.530120379220701,4.542880782243597,163885464
1997-02-05,4.683250904083252,4.884873077326367,4.657729230726492,4.852970985630417,78253623
1997-02-06,4.758540153503418,4.791718502640614,4.606685935235466,4.6730426335098585,103017180
1997-02-07,4.795547008514404,4.832553259840763,4.708772802725173,4.7751294973273835,82106148
1997-02-10,4.970371246337891,5.016310429778408,4.8210686834006005,4.861903705797156,157098573
1997-02-11,4.9971699714660645,5.053317924318979,4.904015758162279,4.963992049495603,82182735
1997-02-12,5.008655548095703,5.091601446093727,4.963992605679812,4.963992605679812,91577160
1997-02-13,4.963990211486816,4.998444378030565,4.934639771841662,4.963990211486816,39585000
1997-02-14,5.015035152435303,5.080116036282089,4.965267621734254,4.976752203082258,71355414
1997-02-17,5.053317546844482,5.122226767321797,5.0048262745746035,5.103085509860893,62608420
1997-02-18,4.942297458648682,5.053317088664904,4.925708283651099,5.041832508634174,67683671
1997-02-19,4.960164546966553,4.989514568914373,4.838935686538266,4.9754774699576,75052982
1997-02-20,4.897634983062744,4.9512304173645605,4.87466495384745,4.925708740695954,43990557
1997-02-21,4.819793224334717,4.87466491544217,4.801927790700671,4.8619045107196905,62522927
1997-02-24,4.653902053833008,4.768750046095935,4.634760794041076,4.747056705034015,56120754
1997-02-25,4.618170738220215,4.7151537096583365,4.555642374671412,4.619446561857174,75093057
1997-02-26,4.655176639556885,4.676870408360171,4.562022446643803,4.568402864877421,56311332
1997-02-27,4.850418567657471,4.874664417933867,4.696011833871847,4.696011833871847,104010145
1997-02-28,5.180926322937012,5.23962678069575,5.003549559564817,5.180926322937012,62139099
1997-03-03,5.289393901824951,5.47825523079969,5.117121746567664,5.22431303046497,193483823
1997-03-04,5.328952312469482,5.378719834356245,5.248558956737962,5.308534800898828,129055116
1997-03-05,5.371064186096191,5.614797227811638,5.289394564301171,5.525470929953834,160728460
1997-03-06,5.298325538635254,5.357025987167391,5.263871803986823,5.283012623176669,89887784
1997-03-07,55.611671447753906,55.611671447753906,55.611671447753906,55.611671447753906,0
1997-03-10,5.059698581695557,5.2051728372546195,5.034176904162051,5.2051728372546195,90796146
1997-03-11,4.8236212730407715,5.078839322934284,4.747055814721592,5.002273864615105,87724635
1997-03-12,4.928260803222656,5.015034582640535,4.875940763934247,4.976751637637095,53030542
1997-03-13,4.851694583892822,4.963990453493746,4.817239982158165,4.951229184824892,40002668
1997-03-14,4.844038009643555,4.925708057269702,4.778957569763794,4.785338421556913,66391481
1997-03-17,4.82234525680542,4.893806557111991,4.770025647168374,4.861904461848252,49774687
1997-03-18,4.747055530548096,4.831277659710773,4.722809680703596,4.822344727208927,61285061
1997-03-19,4.669213771820068,4.859351363888848,4.647520436348,4.837658028416779,39448746
1997-03-20,4.699841022491455,4.775130667634772,4.595201360390285,4.629655973151554,88715819
1997-03-21,4.708773136138916,4.771301497632099,4.693459784908752,4.740675228683016,42424077
