date,product_id,product_name,region,units_sold,revenue,price,promotion_flag
2014-01-01,SKU020,Product C0,West,62,3013.82,48.61,0
2014-01-01,SKU021,Product C1,North,30,12492.3,416.41,0
2014-01-01,SKU021,Product C1,South,65,27066.65,416.41,0
2014-01-01,SKU021,Product C1,East,25,10410.25,416.41,0
2014-01-01,SKU021,Product C1,West,49,20404.09,416.41,0
2014-01-01,SKU022,Product C2,North,40,17754.8,443.87,0
2014-01-01,SKU022,Product C2,South,9,3994.83,443.87,0
2014-01-01,SKU022,Product C2,East,24,8028.72,334.53,1
2014-01-01,SKU022,Product C2,West,41,18198.67,443.87,0
2014-01-01,SKU023,Product C3,South,61,15158.5,248.5,1
2014-01-01,SKU023,Product C3,East,14,4100.6,292.9,0
2014-01-01,SKU023,Product C3,West,27,7908.3,292.9,0
2014-01-01,SKU024,Product C4,North,41,1330.45,32.45,0
2014-01-01,SKU024,Product C4,West,39,1265.55,32.45,0
2014-01-01,SKU025,Product C5,North,37,14385.6,388.8,0
2014-01-01,SKU025,Product C5,South,41,15940.8,388.8,0
2014-01-01,SKU025,Product C5,West,25,7627.25,305.09,1
2014-01-01,SKU026,Product C6,North,45,19309.95,429.11,0
2014-01-01,SKU026,Product C6,South,7,3003.77,429.11,0
2014-01-01,SKU026,Product C6,East,38,16306.18,429.11,0
2014-01-01,SKU026,Product C6,West,26,11156.86,429.11,0
2014-01-01,SKU027,Product C7,South,50,9813.0,196.26,0
2014-01-01,SKU027,Product C7,East,28,5495.28,196.26,0
2014-01-01,SKU027,Product C7,West,19,3728.94,196.26,0
2014-01-01,SKU028,Product C8,North,34,8900.86,261.79,1
2014-01-01,SKU028,Product C8,East,21,6751.29,321.49,0
2014-01-01,SKU029,Product C9,North,39,2808.78,72.02,1
2014-01-01,SKU029,Product C9,South,37,2504.53,67.69,1
2014-01-01,SKU029,Product C9,East,7,627.9,89.7,0
2014-01-01,SKU029,Product C9,West,19,1704.3,89.7,0
2014-01-01,SKU030,Product D0,North,42,4731.72,112.66,0
2014-01-01,SKU030,Product D0,South,8,901.28,112.66,0
2014-01-01,SKU030,Product D0,East,45,5069.7,112.66,0
2014-01-01,SKU030,Product D0,West,63,7097.58,112.66,0
2014-01-01,SKU031,Product D1,North,53,18756.17,353.89,0
2014-01-01,SKU031,Product D1,South,59,18019.19,305.41,1
2014-01-01,SKU031,Product D1,East,42,14863.38,353.89,0
2014-01-01,SKU032,Product D2,North,50,15423.5,308.47,0
2014-01-01,SKU032,Product D2,South,33,8980.95,272.15,1
2014-01-01,SKU032,Product D2,East,39,12030.33,308.47,0
2014-01-01,SKU032,Product D2,West,22,6786.34,308.47,0
2014-01-01,SKU033,Product D3,North,53,12849.32,242.44,1
2014-01-01,SKU033,Product D3,South,34,9238.82,271.73,0
2014-01-01,SKU033,Product D3,East,50,11543.0,230.86,1
2014-01-01,SKU033,Product D3,West,45,12227.85,271.73,0
2014-01-01,SKU034,Product D4,North,52,4019.6,77.3,1
2014-01-01,SKU034,Product D4,South,54,4186.62,77.53,1
2014-01-01,SKU034,Product D4,East,59,4065.69,68.91,1
2014-01-01,SKU034,Product D4,West,19,1711.33,90.07,0
2014-01-01,SKU035,Product D5,North,9,1280.43,142.27,0
2014-01-01,SKU035,Product D5,South,40,4795.2,119.88,1
2014-01-01,SKU035,Product D5,West,39,4848.09,124.31,1
2014-01-01,SKU036,Product D6,North,77,7582.19,98.47,1
2014-01-01,SKU036,Product D6,South,40,4704.4,117.61,0
2014-01-01,SKU036,Product D6,East,60,7056.6,117.61,0
2014-01-01,SKU036,Product D6,West,15,1497.9,99.86,1
2014-01-01,SKU037,Product D7,North,18,7614.0,423.0,0
2014-01-01,SKU037,Product D7,South,33,13959.0,423.0,0
2014-01-01,SKU037,Product D7,West,44,18612.0,423.0,0
2014-01-01,SKU038,Product D8,North,17,2077.91,122.23,0
2014-01-01,SKU038,Product D8,West,19,2322.37,122.23,0
2014-01-01,SKU039,Product D9,South,41,16583.27,404.47,0
2014-01-01,SKU039,Product D9,East,38,15369.86,404.47,0
2014-01-01,SKU040,Product E0,North,5,705.95,141.19,0
2014-01-01,SKU040,Product E0,South,8,853.92,106.74,1
2014-01-01,SKU040,Product E0,West,49,6918.31,141.19,0
2014-01-01,SKU041,Product E1,North,51,23329.44,457.44,0
2014-01-01,SKU041,Product E1,South,14,6404.16,457.44,0
2014-01-01,SKU041,Product E1,East,39,17840.16,457.44,0
2014-01-01,SKU041,Product E1,West,21,9606.24,457.44,0
2014-01-01,SKU042,Product E2,South,58,22371.18,385.71,1
2014-01-01,SKU042,Product E2,East,7,3075.94,439.42,0
2014-01-01,SKU042,Product E2,West,76,29872.56,393.06,1
2014-01-01,SKU043,Product E3,North,7,758.45,108.35,1
2014-01-01,SKU043,Product E3,South,15,1712.85,114.19,0
2014-01-01,SKU043,Product E3,East,49,5595.31,114.19,0
2014-01-01,SKU043,Product E3,West,47,5366.93,114.19,0
2014-01-01,SKU044,Product E4,North,30,4589.1,152.97,1
2014-01-01,SKU044,Product E4,West,66,11850.96,179.56,1
2014-01-01,SKU045,Product E5,North,47,3760.47,80.01,0
2014-01-01,SKU045,Product E5,South,26,1792.7,68.95,1
2014-01-01,SKU046,Product E6,North,61,7141.27,117.07,1
2014-01-01,SKU046,Product E6,South,50,6063.5,121.27,1
2014-01-01,SKU046,Product E6,East,14,1502.9,107.35,1
2014-01-01,SKU047,Product E7,North,70,16295.3,232.79,1
2014-01-01,SKU047,Product E7,East,66,14657.94,222.09,1
2014-01-01,SKU048,Product E8,South,14,2386.16,170.44,1
2014-01-01,SKU048,Product E8,East,4,709.24,177.31,1
2014-01-01,SKU048,Product E8,West,39,6658.08,170.72,1
2014-01-01,SKU049,Product E9,North,34,6994.14,205.71,0
2014-01-01,SKU049,Product E9,South,40,8228.4,205.71,0
2014-01-01,SKU049,Product E9,West,28,5759.88,205.71,0
2014-01-02,SKU000,Product A0,North,31,10022.92,323.32,0
2014-01-02,SKU000,Product A0,South,34,10992.88,323.32,0
2014-01-02,SKU000,Product A0,East,22,7113.04,323.32,0
2014-01-02,SKU000,Product A0,West,25,8083.0,323.32,0
2014-01-02,SKU001,Product A1,South,13,4853.68,373.36,0
2014-01-02,SKU003,Product A3,South,19,6490.02,341.58,0
2014-01-02,SKU003,Product A3,East,61,16972.64,278.24,1
2014-01-02,SKU003,Product A3,West,20,6831.6,341.58,0
2014-01-02,SKU004,Product A4,North,17,894.2,52.6,0
2014-01-02,SKU004,Product A4,South,40,2104.0,52.6,0
2014-01-02,SKU004,Product A4,East,22,1157.2,52.6,0
2014-01-02,SKU005,Product A5,North,22,562.54,25.57,0
2014-01-02,SKU005,Product A5,South,6,153.42,25.57,0
2014-01-02,SKU006,Product A6,West,18,2108.34,117.13,0
2014-01-02,SKU007,Product A7,North,46,14029.54,304.99,0
2014-01-02,SKU007,Product A7,South,57,14517.33,254.69,1
2014-01-02,SKU007,Product A7,West,45,12675.6,281.68,1
2014-01-02,SKU008,Product A8,North,29,2509.66,86.54,1
2014-01-02,SKU008,Product A8,South,28,2611.0,93.25,1
2014-01-02,SKU009,Product A9,North,14,3017.84,215.56,0
2014-01-02,SKU009,Product A9,East,13,2802.28,215.56,0
2014-01-02,SKU009,Product A9,West,27,5254.74,194.62,1
2014-01-02,SKU010,Product B0,South,22,6572.28,298.74,0
2014-01-02,SKU011,Product B1,North,16,6109.12,381.82,0
2014-01-02,SKU011,Product B1,South,21,7093.59,337.79,1
2014-01-02,SKU011,Product B1,West,18,6872.76,381.82,0
2014-01-02,SKU012,Product B2,East,28,8079.12,288.54,1
2014-01-02,SKU012,Product B2,West,68,20440.12,300.59,1
2014-01-02,SKU013,Product B3,North,5,665.95,133.19,1
2014-01-02,SKU013,Product B3,East,35,4478.95,127.97,1
2014-01-02,SKU013,Product B3,West,40,5846.4,146.16,0
2014-01-02,SKU014,Product B4,South,35,16766.05,479.03,0
2014-01-02,SKU014,Product B4,East,73,28399.19,389.03,1
2014-01-02,SKU014,Product B4,West,20,9580.6,479.03,0
2014-01-02,SKU015,Product B5,South,37,2222.96,60.08,0
2014-01-02,SKU015,Product B5,East,16,863.36,53.96,1
2014-01-02,SKU015,Product B5,West,14,841.12,60.08,0
2014-01-02,SKU016,Product B6,North,27,1549.53,57.39,0
2014-01-02,SKU016,Product B6,South,23,1319.97,57.39,0
2014-01-02,SKU016,Product B6,East,22,1262.58,57.39,0
2014-01-02,SKU016,Product B6,West,10,573.9,57.39,0
2014-01-02,SKU017,Product B7,North,7,2140.81,305.83,0
2014-01-02,SKU017,Product B7,South,9,2752.47,305.83,0
2014-01-02,SKU017,Product B7,West,8,2446.64,305.83,0
2014-01-02,SKU018,Product B8,North,35,12864.95,367.57,0
2014-01-02,SKU018,Product B8,South,8,2940.56,367.57,0
2014-01-02,SKU018,Product B8,East,19,6983.83,367.57,0
2014-01-02,SKU019,Product B9,East,40,2846.4,71.16,0
2014-01-02,SKU019,Product B9,West,35,2490.6,71.16,0
2014-01-02,SKU020,Product C0,South,20,972.2,48.61,0
2014-01-02,SKU020,Product C0,East,44,1914.0,43.5,1
2014-01-02,SKU021,Product C1,North,25,10410.25,416.41,0
2014-01-02,SKU021,Product C1,South,24,9993.84,416.41,0
2014-01-02,SKU021,Product C1,East,5,2082.05,416.41,0
2014-01-02,SKU021,Product C1,West,7,2914.87,416.41,0
2014-01-02,SKU022,Product C2,North,26,11540.62,443.87,0
2014-01-02,SKU022,Product C2,South,22,9765.14,443.87,0
2014-01-02,SKU022,Product C2,East,31,13759.97,443.87,0
2014-01-02,SKU022,Product C2,West,26,11540.62,443.87,0
2014-01-02,SKU023,Product C3,West,7,2050.3,292.9,0
2014-01-02,SKU024,Product C4,North,25,811.25,32.45,0
2014-01-02,SKU024,Product C4,South,56,1688.4,30.15,1
2014-01-02,SKU024,Product C4,East,9,292.05,32.45,0
2014-01-02,SKU024,Product C4,West,46,1492.7,32.45,0
2014-01-02,SKU025,Product C5,North,17,6609.6,388.8,0
2014-01-02,SKU025,Product C5,South,66,23779.14,360.29,1
2014-01-02,SKU025,Product C5,East,24,9331.2,388.8,0
2014-01-02,SKU026,Product C6,North,9,3861.99,429.11,0
2014-01-02,SKU026,Product C6,South,17,7294.87,429.11,0
2014-01-02,SKU027,Product C7,South,10,1962.6,196.26,0
2014-01-02,SKU027,Product C7,East,29,5691.54,196.26,0
2014-01-02,SKU027,Product C7,West,33,6476.58,196.26,0
2014-01-02,SKU028,Product C8,North,37,11895.13,321.49,0
2014-01-02,SKU028,Product C8,South,34,10930.66,321.49,0
2014-01-02,SKU028,Product C8,East,33,10609.17,321.49,0
2014-01-02,SKU028,Product C8,West,23,7394.27,321.49,0
2014-01-02,SKU029,Product C9,North,40,3335.6,83.39,1
2014-01-02,SKU029,Product C9,South,29,2601.3,89.7,0
2014-01-02,SKU030,Product D0,North,38,4281.08,112.66,0
2014-01-02,SKU030,Product D0,South,15,1689.9,112.66,0
2014-01-02,SKU031,Product D1,South,31,10970.59,353.89,0
2014-01-02,SKU031,Product D1,East,28,9908.92,353.89,0
2014-01-02,SKU031,Product D1,West,18,6370.02,353.89,0
2014-01-02,SKU032,Product D2,North,7,2159.29,308.47,0
2014-01-02,SKU032,Product D2,South,9,2776.23,308.47,0
2014-01-02,SKU032,Product D2,East,51,15731.97,308.47,0
2014-01-02,SKU032,Product D2,West,11,2892.56,262.96,1
2014-01-02,SKU033,Product D3,North,19,5162.87,271.73,0
2014-01-02,SKU033,Product D3,South,31,8423.63,271.73,0
2014-01-02,SKU033,Product D3,West,67,16395.57,244.71,1
2014-01-02,SKU034,Product D4,North,16,1441.12,90.07,0
2014-01-02,SKU034,Product D4,East,21,1891.47,90.07,0
2014-01-02,SKU034,Product D4,West,9,810.63,90.07,0
2014-01-02,SKU035,Product D5,South,36,5121.72,142.27,0
2014-01-02,SKU035,Product D5,East,19,2703.13,142.27,0
2014-01-02,SKU035,Product D5,West,44,6259.88,142.27,0
2014-01-02,SKU036,Product D6,North,24,2822.64,117.61,0
2014-01-02,SKU036,Product D6,East,23,2705.03,117.61,0
2014-01-02,SKU037,Product D7,East,51,21573.0,423.0,0
2014-01-02,SKU037,Product D7,West,22,9306.0,423.0,0
2014-01-02,SKU038,Product D8,North,15,1833.45,122.23,0
2014-01-02,SKU038,Product D8,South,13,1588.99,122.23,0
2014-01-02,SKU038,Product D8,East,10,1222.3,122.23,0
2014-01-02,SKU038,Product D8,West,9,1100.07,122.23,0
2014-01-02,SKU039,Product D9,South,20,8089.4,404.47,0
2014-01-02,SKU040,Product E0,South,25,3529.75,141.19,0
2014-01-02,SKU040,Product E0,West,5,640.45,128.09,1
2014-01-02,SKU041,Product E1,North,5,2287.2,457.44,0
2014-01-02,SKU041,Product E1,South,12,5489.28,457.44,0
2014-01-02,SKU041,Product E1,East,6,2744.64,457.44,0
2014-01-02,SKU041,Product E1,West,47,18128.84,385.72,1
2014-01-02,SKU042,Product E2,North,28,12303.76,439.42,0
2014-01-02,SKU042,Product E2,South,40,15420.4,385.51,1
2014-01-02,SKU042,Product E2,East,19,8348.98,439.42,0
2014-01-02,SKU042,Product E2,West,17,7068.26,415.78,1
2014-01-02,SKU043,Product E3,North,36,4110.84,114.19,0
2014-01-02,SKU043,Product E3,South,21,2397.99,114.19,0
2014-01-02,SKU043,Product E3,East,5,477.4,95.48,1
2014-01-02,SKU043,Product E3,West,40,4567.6,114.19,0
2014-01-02,SKU044,Product E4,North,29,5911.94,203.86,0
2014-01-02,SKU044,Product E4,East,41,8358.26,203.86,0
2014-01-02,SKU044,Product E4,West,49,9989.14,203.86,0
2014-01-02,SKU045,Product E5,North,6,480.06,80.01,0
2014-01-02,SKU045,Product E5,South,20,1600.2,80.01,0
2014-01-02,SKU045,Product E5,East,12,960.12,80.01,0
2014-01-02,SKU045,Product E5,West,8,640.08,80.01,0
2014-01-02,SKU046,Product E6,North,22,2878.7,130.85,0
2014-01-02,SKU046,Product E6,South,22,2878.7,130.85,0
2014-01-02,SKU046,Product E6,East,29,3794.65,130.85,0
2014-01-02,SKU047,Product E7,South,47,12882.7,274.1,0
2014-01-02,SKU047,Product E7,East,7,1918.7,274.1,0
2014-01-02,SKU047,Product E7,West,41,11238.1,274.1,0
2014-01-02,SKU048,Product E8,North,20,4398.6,219.93,0
2014-01-02,SKU048,Product E8,South,23,5058.39,219.93,0
2014-01-02,SKU048,Product E8,West,36,7917.48,219.93,0
2014-01-02,SKU049,Product E9,South,4,822.84,205.71,0
2014-01-02,SKU049,Product E9,West,6,1234.26,205.71,0
2014-01-03,SKU000,Product A0,North,25,8083.0,323.32,0
2014-01-03,SKU000,Product A0,South,22,7113.04,323.32,0
2014-01-03,SKU000,Product A0,East,29,9376.28,323.32,0
2014-01-03,SKU000,Product A0,West,7,2263.24,323.32,0
2014-01-03,SKU001,Product A1,North,26,9707.36,373.36,0
2014-01-03,SKU001,Product A1,East,32,11947.52,373.36,0
2014-01-03,SKU001,Product A1,West,9,2775.24,308.36,1
2014-01-03,SKU003,Product A3,North,31,10588.98,341.58,0
2014-01-03,SKU004,Product A4,South,28,1222.76,43.67,1
2014-01-03,SKU004,Product A4,West,35,1841.0,52.6,0
2014-01-03,SKU005,Product A5,South,6,153.42,25.57,0
2014-01-03,SKU005,Product A5,West,30,767.1,25.57,0
2014-01-03,SKU006,Product A6,North,23,2693.99,117.13,0
2014-01-03,SKU006,Product A6,South,17,1991.21,117.13,0
2014-01-03,SKU006,Product A6,East,28,3279.64,117.13,0
2014-01-03,SKU006,Product A6,West,8,937.04,117.13,0
2014-01-03,SKU007,Product A7,North,11,3354.89,304.99,0
2014-01-03,SKU007,Product A7,South,40,12199.6,304.99,0
2014-01-03,SKU007,Product A7,East,48,14639.52,304.99,0
2014-01-03,SKU007,Product A7,West,38,11589.62,304.99,0
2014-01-03,SKU008,Product A8,North,28,3008.04,107.43,0
2014-01-03,SKU008,Product A8,East,25,2685.75,107.43,0
2014-01-03,SKU008,Product A8,West,45,4834.35,107.43,0
2014-01-03,SKU009,Product A9,North,33,7113.48,215.56,0
2014-01-03,SKU009,Product A9,South,39,8406.84,215.56,0
2014-01-03,SKU009,Product A9,East,20,4311.2,215.56,0
2014-01-03,SKU009,Product A9,West,8,1724.48,215.56,0
2014-01-03,SKU010,Product B0,North,23,6871.02,298.74,0
2014-01-03,SKU010,Product B0,South,37,11053.38,298.74,0
2014-01-03,SKU010,Product B0,East,19,5676.06,298.74,0
2014-01-03,SKU010,Product B0,West,21,5441.94,259.14,1
2014-01-03,SKU011,Product B1,North,30,11454.6,381.82,0
2014-01-03,SKU012,Product B2,East,12,4225.08,352.09,0
2014-01-03,SKU012,Product B2,West,26,7863.44,302.44,1
2014-01-03,SKU013,Product B3,North,46,5877.88,127.78,1
2014-01-03,SKU013,Product B3,South,31,3697.68,119.28,1
2014-01-03,SKU013,Product B3,East,27,3946.32,146.16,0
2014-01-03,SKU013,Product B3,West,36,5261.76,146.16,0
2014-01-03,SKU014,Product B4,North,24,11496.72,479.03,0
2014-01-03,SKU014,Product B4,South,54,24477.66,453.29,1
2014-01-03,SKU014,Product B4,West,27,12933.81,479.03,0
2014-01-03,SKU015,Product B5,North,31,1689.19,54.49,1
2014-01-03,SKU015,Product B5,South,12,720.96,60.08,0
2014-01-03,SKU015,Product B5,East,33,1982.64,60.08,0
2014-01-03,SKU015,Product B5,West,21,1261.68,60.08,0
2014-01-03,SKU016,Product B6,North,34,1951.26,57.39,0
2014-01-03,SKU016,Product B6,East,31,1779.09,57.39,0
2014-01-03,SKU016,Product B6,West,44,2525.16,57.39,0
2014-01-03,SKU017,Product B7,North,45,13762.35,305.83,0
2014-01-03,SKU017,Product B7,South,7,2140.81,305.83,0
2014-01-03,SKU017,Product B7,East,43,13150.69,305.83,0
2014-01-03,SKU018,Product B8,North,56,16525.6,295.1,1
2014-01-03,SKU018,Product B8,South,34,12497.38,367.57,0
2014-01-03,SKU018,Product B8,East,36,13232.52,367.57,0
2014-01-03,SKU018,Product B8,West,11,4043.27,367.57,0
2014-01-03,SKU019,Product B9,South,21,1494.36,71.16,0
2014-01-03,SKU019,Product B9,West,25,1779.0,71.16,0
2014-01-03,SKU020,Product C0,North,35,1701.35,48.61,0
2014-01-03,SKU020,Product C0,East,17,826.37,48.61,0
2014-01-03,SKU020,Product C0,West,21,1020.81,48.61,0
2014-01-03,SKU021,Product C1,North,27,11243.07,416.41,0
2014-01-03,SKU021,Product C1,East,10,4164.1,416.41,0
2014-01-03,SKU022,Product C2,North,29,12872.23,443.87,0
2014-01-03,SKU022,Product C2,South,33,13748.46,416.62,1
2014-01-03,SKU022,Product C2,West,28,12428.36,443.87,0
2014-01-03,SKU023,Product C3,North,10,2929.0,292.9,0
2014-01-03,SKU023,Product C3,South,49,14352.1,292.9,0
2014-01-03,SKU023,Product C3,East,8,2343.2,292.9,0
2014-01-03,SKU023,Product C3,West,7,2050.3,292.9,0
2014-01-03,SKU024,Product C4,South,29,941.05,32.45,0
2014-01-03,SKU024,Product C4,West,28,908.6,32.45,0
2014-01-03,SKU025,Product C5,North,16,6220.8,388.8,0
2014-01-03,SKU025,Product C5,West,24,8635.44,359.81,1
2014-01-03,SKU026,Product C6,North,29,11015.65,379.85,1
2014-01-03,SKU026,Product C6,East,40,17164.4,429.11,0
2014-01-03,SKU027,Product C7,South,17,3336.42,196.26,0
2014-01-03,SKU027,Product C7,West,34,6672.84,196.26,0
2014-01-03,SKU028,Product C8,South,11,3536.39,321.49,0
2014-01-03,SKU029,Product C9,North,10,849.7,84.97,1
2014-01-03,SKU029,Product C9,East,20,1794.0,89.7,0
2014-01-03,SKU030,Product D0,North,24,2703.84,112.66,0
2014-01-03,SKU030,Product D0,South,7,788.62,112.66,0
2014-01-03,SKU030,Product D0,East,40,4506.4,112.66,0
2014-01-03,SKU031,Product D1,North,11,3892.79,353.89,0
2014-01-03,SKU031,Product D1,South,18,5242.32,291.24,1
2014-01-03,SKU031,Product D1,East,29,10262.81,353.89,0
2014-01-03,SKU032,Product D2,West,62,16581.9,267.45,1
2014-01-03,SKU033,Product D3,North,26,7064.98,271.73,0
2014-01-03,SKU033,Product D3,East,26,7064.98,271.73,0
2014-01-03,SKU033,Product D3,West,11,2989.03,271.73,0
2014-01-03,SKU034,Product D4,North,39,2879.76,73.84,1
2014-01-03,SKU034,Product D4,South,33,2972.31,90.07,0
2014-01-03,SKU034,Product D4,West,4,360.28,90.07,0
2014-01-03,SKU035,Product D5,North,25,3556.75,142.27,0
2014-01-03,SKU035,Product D5,South,9,1280.43,142.27,0
2014-01-03,SKU035,Product D5,East,15,2134.05,142.27,0
2014-01-03,SKU036,Product D6,North,24,2822.64,117.61,0
2014-01-03,SKU036,Product D6,South,22,2587.42,117.61,0
2014-01-03,SKU036,Product D6,East,25,2940.25,117.61,0
2014-01-03,SKU036,Product D6,West,44,4899.4,111.35,1
2014-01-03,SKU037,Product D7,East,31,13113.0,423.0,0
2014-01-03,SKU037,Product D7,West,26,10998.0,423.0,0
2014-01-03,SKU038,Product D8,East,38,4644.74,122.23,0
2014-01-03,SKU039,Product D9,North,11,4449.17,404.47,0
2014-01-03,SKU039,Product D9,South,59,21741.5,368.5,1
2014-01-03,SKU039,Product D9,East,17,6875.99,404.47,0
2014-01-03,SKU039,Product D9,West,16,6471.52,404.47,0
2014-01-03,SKU040,Product E0,North,36,5082.84,141.19,0
2014-01-03,SKU040,Product E0,South,25,3529.75,141.19,0
2014-01-03,SKU040,Product E0,East,33,4390.32,133.04,1
2014-01-03,SKU041,Product E1,North,39,15193.62,389.58,1
2014-01-03,SKU041,Product E1,South,28,12808.32,457.44,0
2014-01-03,SKU041,Product E1,East,20,9148.8,457.44,0
2014-01-03,SKU041,Product E1,West,14,6404.16,457.44,0
2014-01-03,SKU042,Product E2,East,34,12496.36,367.54,1
2014-01-03,SKU042,Product E2,West,41,16371.3,399.3,1
2014-01-03,SKU043,Product E3,North,61,5648.6,92.6,1
2014-01-03,SKU043,Product E3,South,41,4681.79,114.19,0
2014-01-03,SKU043,Product E3,West,3,342.57,114.19,0
2014-01-03,SKU045,Product E5,North,35,2800.35,80.01,0
2014-01-03,SKU045,Product E5,South,18,1440.18,80.01,0
2014-01-03,SKU045,Product E5,East,16,1280.16,80.01,0
2014-01-03,SKU045,Product E5,West,34,2720.34,80.01,0
2014-01-03,SKU046,Product E6,North,20,2617.0,130.85,0
2014-01-03,SKU046,Product E6,South,8,1046.8,130.85,0
2014-01-03,SKU046,Product E6,East,23,3009.55,130.85,0
2014-01-03,SKU046,Product E6,West,41,5364.85,130.85,0
2014-01-03,SKU047,Product E7,North,36,9867.6,274.1,0
2014-01-03,SKU047,Product E7,South,44,12060.4,274.1,0
2014-01-03,SKU047,Product E7,West,12,3289.2,274.1,0
2014-01-03,SKU048,Product E8,South,49,10776.57,219.93,0
2014-01-03,SKU048,Product E8,West,40,7219.2,180.48,1
2014-01-03,SKU049,Product E9,North,8,1645.68,205.71,0
2014-01-03,SKU049,Product E9,South,40,8228.4,205.71,0
2014-01-03,SKU049,Product E9,West,3,617.13,205.71,0
2014-01-04,SKU000,Product A0,North,42,13579.44,323.32,0
2014-01-04,SKU000,Product A0,South,43,13902.76,323.32,0
2014-01-04,SKU001,Product A1,North,10,3733.6,373.36,0
2014-01-04,SKU001,Product A1,South,24,8960.64,373.36,0
2014-01-04,SKU001,Product A1,East,34,12694.24,373.36,0
2014-01-04,SKU001,Product A1,West,40,14934.4,373.36,0
2014-01-04,SKU002,Product A2,South,71,7262.59,102.29,1
2014-01-04,SKU002,Product A2,East,6,663.78,110.63,1
2014-01-04,SKU002,Product A2,West,13,1551.81,119.37,0
2014-01-04,SKU003,Product A3,North,59,20153.22,341.58,0
2014-01-04,SKU003,Product A3,South,9,3074.22,341.58,0
2014-01-04,SKU003,Product A3,East,33,11272.14,341.58,0
2014-01-04,SKU003,Product A3,West,18,6148.44,341.58,0
2014-01-04,SKU004,Product A4,South,7,368.2,52.6,0
2014-01-04,SKU004,Product A4,East,31,1630.6,52.6,0
2014-01-04,SKU004,Product A4,West,14,736.4,52.6,0
2014-01-04,SKU005,Product A5,North,19,485.83,25.57,0
2014-01-04,SKU005,Product A5,East,54,1380.78,25.57,0
2014-01-04,SKU006,Product A6,North,25,2928.25,117.13,0
2014-01-04,SKU006,Product A6,South,49,5739.37,117.13,0
2014-01-04,SKU006,Product A6,East,42,4919.46,117.13,0
2014-01-04,SKU006,Product A6,West,31,2988.71,96.41,1
2014-01-04,SKU007,Product A7,North,32,7815.36,244.23,1
2014-01-04,SKU007,Product A7,South,21,5537.91,263.71,1
